target,feature,rho,p,n,p_fdr
nrmse,final_node_in_dim,-0.49909169039364004,7.470826027998489e-33,500,3.3618717125993205e-32
nrmse,reservoir_units_max,0.015267591207209769,0.7334355235200403,500,0.8251149639600454
nrmse,spectral_radius_max,0.015267591207209769,0.7334355235200403,500,0.8251149639600454
nrmse,leak_rate_max,0.015267591207209769,0.7334355235200403,500,0.8251149639600454
nrmse,leak_rate_mean,0.015267591207209769,0.7334355235200403,500,0.8251149639600454
nrmse,nvar_order_max,0.015267591207209769,0.7334355235200403,500,0.8251149639600454
nrmse,nvar_outputs_max,,,500,1.0
nrmse,num_reservoirs,-0.6539682533735806,2.4520618757573914e-62,500,2.2068556881816522e-61
nrmse,num_nonnvar_reservoirs,0.015267591207209769,0.7334355235200403,500,0.8251149639600454
