final_node_in_dim,reservoir_units_max,reservoir_units_mean,spectral_radius_max,spectral_radius_mean,leak_rate_max,leak_rate_mean,nvar_order_max,nvar_outputs_max,num_reservoirs,num_nonnvar_reservoirs,has_nvar,has_rls,has_lms,has_ip,two_stage_readout,sr_subcritical,sr_bin,sr_supercritical,high_order_nvar,nrmse,r2,dataset
1613,1589,1589.0,0.7126840420301267,0.7126840420301267,0.6594708408294996,0.6594708408294996,3,0,2,1,1,0,0,1,0,1,near,0,0,1.3340423205844925,0.9989618486863789,laser
1613,1589,1589.0,0.7126840420301267,0.7126840420301267,0.6594708408294996,0.6594708408294996,3,0,2,1,1,0,0,1,0,1,near,0,0,1.334073902716987,0.998961799531386,laser
2163,2159,2159.0,0.8388740471086942,0.8388740471086942,0.5819408830276231,0.5819408830276231,3,0,2,1,1,1,1,0,1,1,near,0,0,1.341436910373237,0.998950307854507,laser
1613,1589,1589.0,0.7126840420301267,0.7126840420301267,0.6594708408294996,0.6594708408294996,3,0,2,1,1,0,0,1,0,1,near,0,0,1.3417058874496637,0.998949886856055,laser
1613,1589,1589.0,0.7126840420301267,0.7126840420301267,0.6594708408294996,0.6594708408294996,3,0,2,1,1,0,0,1,0,1,near,0,0,1.3453777923683214,0.9989441312102304,laser
2174,2167,2167.0,0.8218650394364531,0.8218650394364531,0.9466257301998213,0.9466257301998213,2,0,2,1,1,1,1,0,1,1,near,0,0,1.3459909721863772,0.9989431685290019,laser
1,926,926.0,1.0782436833644589,1.0782436833644589,0.7783298233973159,0.7783298233973159,0,0,1,1,0,1,0,0,1,0,super,1,0,0.880532091058881,0.9995477153792615,laser
1792,1790,1790.0,1.1112558855135428,1.1112558855135428,0.49236798688513206,0.49236798688513206,1,0,2,1,1,0,0,0,0,0,super,1,0,0.9343164249679154,0.9994907753588308,laser
2000,1986,1986.0,1.0831959280481611,1.0831959280481611,0.7320624751555638,0.7320624751555638,2,0,2,1,1,0,0,0,0,0,super,1,0,0.9901916006883243,0.9994280475565454,laser
1965,1963,1963.0,1.0253202654648723,1.0253202654648723,0.9659031719507916,0.9659031719507916,4,0,2,1,1,0,0,0,0,0,super,1,1,0.9962066615603129,0.9994210776364894,laser
1796,1790,1790.0,0.7798586452094824,0.7798586452094824,0.9109400221242938,0.9109400221242938,3,0,2,1,1,0,0,0,0,1,near,0,0,1.0052847228814528,0.999410478553796,laser
1965,1963,1963.0,1.0253202654648723,1.0253202654648723,0.9659031719507916,0.9659031719507916,4,0,2,1,1,0,0,0,0,0,super,1,1,1.027054595223436,0.9993846694131056,laser
1985,1981,1981.0,0.8936774676264432,0.8936774676264432,0.6230335577359967,0.6230335577359967,1,0,2,1,1,0,0,0,0,1,near,0,0,1.036316657567492,0.999373521167731,laser
